model_id,trait_id,direction_type,alpha,trait_score_mean,trait_score_std,coherence_score_mean,coherence_score_std,n_responses,mean_cross_trait_leakage
qwen2_5_7b_instruct,hallucination,standard,0.0,35.537366985450525,31.289317680596923,72.93060857681958,12.251027989003772,200,38.884958480509106
qwen2_5_7b_instruct,hallucination,standard,0.5,38.65680306116065,31.884861495930497,71.93045185076716,12.345260954107905,200,38.52767795338074
qwen2_5_7b_instruct,hallucination,standard,1.0,36.149493915760225,30.891695940514992,72.89606522161007,11.965661395276094,200,38.538720950668605
qwen2_5_7b_instruct,hallucination,standard,1.5,36.584651496482124,30.934625528971225,72.64222990510179,11.214269839402721,200,38.64513464140346
qwen2_5_7b_instruct,hallucination,standard,2.0,34.96764987071987,31.619398955671386,73.12505496488733,11.833866934762533,200,38.37343560913429
qwen2_5_7b_instruct,hallucination,standard,2.5,35.42143466333239,31.93884811937397,73.79109321100826,11.463292342995107,200,38.612043407258845
qwen2_5_7b_instruct,hallucination,averaged,0.0,37.11850126850399,31.867444390530213,71.76749173765013,12.010213928288284,200,38.788261601124574
qwen2_5_7b_instruct,hallucination,averaged,0.5,38.39839163374939,31.351523240993348,72.29669596991265,11.687347760318646,200,38.61312315002378
qwen2_5_7b_instruct,hallucination,averaged,1.0,38.26413490082022,32.19781487884164,72.84726296375277,11.514292764097124,200,38.61109535252157
qwen2_5_7b_instruct,hallucination,averaged,1.5,37.71633350634364,33.480845719917205,72.33244051324412,12.305470534294592,200,38.60514679005926
qwen2_5_7b_instruct,hallucination,averaged,2.0,33.33348519764312,29.894726043747664,73.05521596876528,11.936078122429755,200,38.57809168073142
qwen2_5_7b_instruct,hallucination,averaged,2.5,39.85155990686451,31.569353236910985,72.7626096086612,11.018107211087607,200,38.95325105958841
qwen2_5_7b_instruct,hallucination,subtracted,0.0,38.24677261565644,31.78322964875832,71.8214951233991,12.197455065835708,200,38.39199706232931
qwen2_5_7b_instruct,hallucination,subtracted,0.5,37.844644776937706,31.699091605198163,72.65398524526408,11.329507727653716,200,38.20825978849723
qwen2_5_7b_instruct,hallucination,subtracted,1.0,38.232244256797046,31.626860831212493,73.35296809851059,11.367952489551415,200,38.5812378170708
qwen2_5_7b_instruct,hallucination,subtracted,1.5,36.05086639544518,31.586515472149753,72.62512483749224,11.820187850770564,200,38.5881532824808
qwen2_5_7b_instruct,hallucination,subtracted,2.0,39.562721331538796,32.31429074628371,73.05223633177825,10.73097452671929,200,38.767198212048
qwen2_5_7b_instruct,hallucination,subtracted,2.5,37.52719570666478,31.10951802461469,73.57596463244786,10.912188122116584,200,39.14614100962426
qwen2_5_7b_instruct,hallucination,single_variant,0.0,35.48124859658028,31.099134669720335,71.92675193961975,11.659582695941623,200,38.556949465118194
qwen2_5_7b_instruct,hallucination,single_variant,0.5,36.683346068695165,31.623417848268815,72.33779461683258,10.825722556909533,200,38.17712905700087
qwen2_5_7b_instruct,hallucination,single_variant,1.0,33.39069296901358,30.764139181414123,72.85027375886243,11.732236910301756,200,38.399772380384725
qwen2_5_7b_instruct,hallucination,single_variant,1.5,32.855804208507095,30.277520938187525,73.18959144049788,11.315889059357131,200,39.012699112750994
qwen2_5_7b_instruct,hallucination,single_variant,2.0,40.18335081509108,31.962406453514824,72.68127801787861,10.651059889632265,200,38.61224390889871
qwen2_5_7b_instruct,hallucination,single_variant,2.5,33.815361170285406,30.528783887607226,72.6271186524269,12.147662182087673,200,39.022324059644276
qwen2_5_7b_instruct,toxicity,standard,0.0,0.742203764314392,5.452838093884838,73.54384101634538,11.516643781515324,200,44.69106932307056
qwen2_5_7b_instruct,toxicity,standard,0.5,0.965716780734413,5.888306838869036,72.67019144509948,12.808779169040779,200,45.40474086350308
qwen2_5_7b_instruct,toxicity,standard,1.0,0.4720941571793743,2.190092575637902,73.66969306987495,10.777199490408691,200,45.49709734743502
qwen2_5_7b_instruct,toxicity,standard,1.5,1.0366859738468477,5.385763763234795,72.3800317571612,11.67413973178884,200,44.97034201999095
qwen2_5_7b_instruct,toxicity,standard,2.0,0.4845760099089811,1.890681662676438,72.65466115804873,11.005409415992354,200,45.115976153806116
qwen2_5_7b_instruct,toxicity,standard,2.5,0.7610263076693543,3.154603326972099,72.64106325093307,11.203496501816606,200,44.8953452532553
qwen2_5_7b_instruct,toxicity,averaged,0.0,0.9268808303199989,3.5240426766046458,72.26707950240217,11.279379245315775,200,45.838164652848135
qwen2_5_7b_instruct,toxicity,averaged,0.5,0.8215037305875103,4.715070635872106,72.25894225112182,12.206968225487453,200,45.1601589521189
qwen2_5_7b_instruct,toxicity,averaged,1.0,1.0403162141100386,6.2759083102557165,73.25226052134055,11.20925710935095,200,44.38416359363444
qwen2_5_7b_instruct,toxicity,averaged,1.5,0.8345227565014969,4.480927179795809,72.65210435929409,11.293133163957192,200,44.90667011034908
qwen2_5_7b_instruct,toxicity,averaged,2.0,0.6076310078350963,2.8249574745302333,71.78461414976698,11.870154664761188,200,45.73482181819136
qwen2_5_7b_instruct,toxicity,averaged,2.5,1.2545354361398604,6.497723423724318,72.70333957110194,12.067416147505668,200,44.93080821316055
qwen2_5_7b_instruct,toxicity,subtracted,0.0,0.5810776708155788,2.795152984781511,72.15779583819952,11.41134786351581,200,45.93262786431447
qwen2_5_7b_instruct,toxicity,subtracted,0.5,0.7272880261451939,4.231132319431387,73.25384211338526,10.92897881227362,200,45.811063267715554
qwen2_5_7b_instruct,toxicity,subtracted,1.0,0.9390382933423932,6.34558530233738,72.42349910550078,11.593595733940491,200,46.03669786326138
qwen2_5_7b_instruct,toxicity,subtracted,1.5,0.8606932253027902,3.991003646432235,72.04615234795098,11.873937256169738,200,45.54983426409185
qwen2_5_7b_instruct,toxicity,subtracted,2.0,0.5673983105388419,2.7499419133021417,72.57123722904893,11.107917757097967,200,45.25278970479641
qwen2_5_7b_instruct,toxicity,subtracted,2.5,0.6522992374587483,2.754000588137285,72.93022505773352,11.616023445345627,200,45.820333024466095
qwen2_5_7b_instruct,toxicity,single_variant,0.0,0.757414239425631,4.792923260361209,72.52968206662469,11.879901231994573,200,44.73435209730841
qwen2_5_7b_instruct,toxicity,single_variant,0.5,0.8697957526129444,4.760738702901531,73.2401949815497,11.428948192255989,200,45.45811313129447
qwen2_5_7b_instruct,toxicity,single_variant,1.0,0.713311820085885,3.0136972250313496,72.61294675964065,12.104773847726516,200,45.612630195105126
qwen2_5_7b_instruct,toxicity,single_variant,1.5,0.67261776489911,3.3204166285512677,72.82433852738279,11.374624731663166,200,45.484641331174814
qwen2_5_7b_instruct,toxicity,single_variant,2.0,0.7913727879333616,5.184787645831679,72.64095778287786,11.846608457994618,200,45.516953410227444
qwen2_5_7b_instruct,toxicity,single_variant,2.5,0.46901662890839385,2.340658763375818,73.16200376290644,11.293068624827267,200,44.66645718836627
qwen2_5_7b_instruct,dramatic,standard,0.0,22.517108205367425,18.17534341037442,72.57398167022737,12.261092212051574,200,40.322593119362786
qwen2_5_7b_instruct,dramatic,standard,0.5,22.301626160159877,18.7006753465431,72.28314162302739,12.255780870957295,200,40.59437959340922
qwen2_5_7b_instruct,dramatic,standard,1.0,22.38591423301443,18.003040169142118,73.49865316992987,11.68261030968357,200,40.99870110710161
qwen2_5_7b_instruct,dramatic,standard,1.5,21.983981166946954,18.81410377267156,72.50431218975162,11.175061763437082,200,40.93688658925011
qwen2_5_7b_instruct,dramatic,standard,2.0,22.76103510344746,18.76037663638904,73.63146422846513,11.037579658310136,200,41.04120434518375
qwen2_5_7b_instruct,dramatic,standard,2.5,22.392806172182418,18.626124619511607,72.23170668336769,11.751792446682382,200,40.75110794063713
qwen2_5_7b_instruct,dramatic,averaged,0.0,21.79989724822625,17.5445261547935,73.5048430225211,12.043033657362122,200,40.772675371164496
qwen2_5_7b_instruct,dramatic,averaged,0.5,23.107260411130536,18.833299412898516,73.5888948952894,12.004117423287559,200,40.68305541784441
qwen2_5_7b_instruct,dramatic,averaged,1.0,23.276571979508745,19.5481416702216,72.20413121453961,12.551723903831109,200,41.278318631261094
qwen2_5_7b_instruct,dramatic,averaged,1.5,22.719040102611654,18.571804596386684,73.31068495965353,11.270705726114924,200,40.83428444106045
qwen2_5_7b_instruct,dramatic,averaged,2.0,22.952057827159607,18.972824252226793,72.63936884863168,12.720620408276224,200,41.92945727696062
qwen2_5_7b_instruct,dramatic,averaged,2.5,22.85876604341534,18.67111305879895,73.20951351244452,11.337290359742616,200,40.439520004338945
qwen2_5_7b_instruct,dramatic,subtracted,0.0,22.84612801086654,18.821331345471663,74.48662467340336,10.145276583961584,200,39.56141175143926
qwen2_5_7b_instruct,dramatic,subtracted,0.5,22.012238061737392,17.502195346160967,72.83379332187366,11.777416853179501,200,41.029642571810854
qwen2_5_7b_instruct,dramatic,subtracted,1.0,22.995021247379704,19.301044574522155,72.48920191056517,11.760551487195475,200,40.92801006088841
qwen2_5_7b_instruct,dramatic,subtracted,1.5,22.730526330129166,18.03650351372854,73.53203425281573,10.954546093371544,200,41.19936886548005
qwen2_5_7b_instruct,dramatic,subtracted,2.0,23.032504926063066,18.976324448202877,72.4926302629645,11.736963199054191,200,41.48325180302399
qwen2_5_7b_instruct,dramatic,subtracted,2.5,22.309885075827662,18.274721218706013,72.54961966807409,11.314905426016923,200,40.18681141753213
qwen2_5_7b_instruct,dramatic,single_variant,0.0,22.774095961514575,17.844268565684594,72.3364100306,12.228456820967633,200,41.247473325421915
qwen2_5_7b_instruct,dramatic,single_variant,0.5,23.685311705028145,19.847222560982114,72.23211280262417,12.470449225238696,200,41.363998245766325
qwen2_5_7b_instruct,dramatic,single_variant,1.0,23.220852462640163,19.441288318981883,73.29918807807843,11.958626040598036,200,40.32100680776754
qwen2_5_7b_instruct,dramatic,single_variant,1.5,22.669334678343667,18.719960520939246,72.39760597716923,11.728947579818044,200,41.03739962528241
qwen2_5_7b_instruct,dramatic,single_variant,2.0,22.23328509124169,17.744244253338415,73.45536576222723,11.571076974106752,200,41.323371743528995
qwen2_5_7b_instruct,dramatic,single_variant,2.5,22.62515620363696,17.831145030194694,73.91556397622973,11.132992242021889,200,40.88397343576009
qwen2_5_7b_instruct,formality,standard,0.0,73.3670543092686,18.61523709969281,72.19365983384249,11.366150994027404,200,30.23576019483258
qwen2_5_7b_instruct,formality,standard,0.5,74.48582015705117,18.40204335204567,73.20215848563102,10.99748484979589,200,30.01579799642783
qwen2_5_7b_instruct,formality,standard,1.0,74.686463391996,18.193665242247686,73.20925269137012,10.529667355810101,200,30.62724713143185
qwen2_5_7b_instruct,formality,standard,1.5,73.7687534929717,19.076994903338438,73.10366104710755,11.603491173112687,200,30.27076380432204
qwen2_5_7b_instruct,formality,standard,2.0,72.86789341757385,19.26902685858903,72.95669637716773,11.071439894630688,200,31.33942928339647
qwen2_5_7b_instruct,formality,standard,2.5,74.83895788814391,18.601504762074118,73.80171288930563,11.281376139720178,200,30.85410232584614
qwen2_5_7b_instruct,formality,averaged,0.0,75.2932959487223,17.359970768276344,73.25097927671935,11.652753205494257,200,30.62797595820428
qwen2_5_7b_instruct,formality,averaged,0.5,73.7757875090969,18.659358883101117,74.58222367889269,10.68747287530515,200,30.267505901079396
qwen2_5_7b_instruct,formality,averaged,1.0,74.6181385843357,17.917178591823564,72.45558200738806,11.791407601905492,200,30.748469329950957
qwen2_5_7b_instruct,formality,averaged,1.5,74.36752602381505,18.68718183313987,73.28664553583856,10.714969321149201,200,30.860854450009505
qwen2_5_7b_instruct,formality,averaged,2.0,73.77161746641045,19.18770617320929,71.81385428280991,11.865747570172708,200,30.371678812753185
qwen2_5_7b_instruct,formality,averaged,2.5,73.20477189352562,18.866345866896594,73.0659902960892,10.552154379762003,200,30.632177289013402
qwen2_5_7b_instruct,formality,subtracted,0.0,72.47068953584109,20.610302811191108,72.3892615172029,12.400843753949736,200,30.66933870154391
qwen2_5_7b_instruct,formality,subtracted,0.5,74.12844306651533,17.803284814262998,72.84972607330725,11.226733136401197,200,30.14340812903212
qwen2_5_7b_instruct,formality,subtracted,1.0,72.73018784181066,20.54727091372492,73.33768136224009,11.500484296856113,200,31.051011033809523
qwen2_5_7b_instruct,formality,subtracted,1.5,74.14820259755223,19.017548130589073,73.26571257490922,11.77228620340343,200,29.85362335589851
qwen2_5_7b_instruct,formality,subtracted,2.0,74.93651991859204,18.309743939935053,72.7167794232663,10.536200490562846,200,30.248228882425046
qwen2_5_7b_instruct,formality,subtracted,2.5,73.83169157796296,19.139630044148817,72.0713421760481,12.245467739580505,200,30.5974844615868
qwen2_5_7b_instruct,formality,single_variant,0.0,73.10702574042992,19.875898031855503,73.01233737563979,11.208043424451743,200,30.44431273356751
qwen2_5_7b_instruct,formality,single_variant,0.5,73.91119189234101,18.060717831121778,72.22950840115584,12.003105055308774,200,31.400548332091468
qwen2_5_7b_instruct,formality,single_variant,1.0,72.0910665080893,19.521548862186005,72.09160254241463,12.027913141532123,200,31.140097127642463
qwen2_5_7b_instruct,formality,single_variant,1.5,74.2534934230742,18.518679055835808,72.05362467438239,11.32699894448649,200,30.372644270627784
qwen2_5_7b_instruct,formality,single_variant,2.0,75.34895213405254,17.473601324050627,73.57184863340134,11.009396970767371,200,30.243008189285227
qwen2_5_7b_instruct,formality,single_variant,2.5,73.52899841673108,19.76603872243412,72.57464916844492,11.619020894280402,200,31.013414778975648
qwen2_5_7b_instruct,verbosity,standard,0.0,81.74611367575031,10.170292309747659,72.89327922706396,11.637797197752937,200,28.600380166868483
qwen2_5_7b_instruct,verbosity,standard,0.5,81.91214817861139,9.757889537361386,72.63824927220634,11.4632458568956,200,28.39531982890842
qwen2_5_7b_instruct,verbosity,standard,1.0,82.1258201923094,9.223348851550929,72.55363513836421,11.670273724968352,200,28.641621094345926
qwen2_5_7b_instruct,verbosity,standard,1.5,82.77983668501325,9.119908826668874,73.02600356396906,10.538434083368239,200,29.51949056665393
qwen2_5_7b_instruct,verbosity,standard,2.0,82.10082471940714,9.138155315078405,73.18431724198462,11.875857195602844,200,29.026885021684556
qwen2_5_7b_instruct,verbosity,standard,2.5,81.54242452608354,10.91848250992233,73.02780119307035,11.514283910707706,200,29.631229397480457
qwen2_5_7b_instruct,verbosity,averaged,0.0,81.98016452565719,10.328351505342397,73.51540009064348,11.74305057784785,200,29.349929069291996
qwen2_5_7b_instruct,verbosity,averaged,0.5,80.90647410786045,12.602994340740103,72.26308498961396,11.625610736514732,200,29.840757966734362
qwen2_5_7b_instruct,verbosity,averaged,1.0,82.25805990956992,10.371942145969028,73.17194076225151,11.602146899052126,200,29.388133445094905
qwen2_5_7b_instruct,verbosity,averaged,1.5,82.40084602291698,8.410538090101506,73.34529236471525,11.131268758317983,200,28.839936741280507
qwen2_5_7b_instruct,verbosity,averaged,2.0,82.25341569785036,8.698796226910225,72.71406778946063,11.752163373492994,200,29.133817723818645
qwen2_5_7b_instruct,verbosity,averaged,2.5,81.34033496308146,11.03869072836439,72.54238546195255,12.288022246637206,200,29.580288710439486
qwen2_5_7b_instruct,verbosity,subtracted,0.0,81.7582649944982,10.508063618830638,72.93625487231832,11.749144892409026,200,29.376159049793717
qwen2_5_7b_instruct,verbosity,subtracted,0.5,81.58134911495883,10.634475196436172,72.63727252944447,11.309150115458413,200,29.2923393901852
qwen2_5_7b_instruct,verbosity,subtracted,1.0,81.89536769275186,9.677812779666006,73.41507089884516,11.176204599933955,200,29.049460048426987
qwen2_5_7b_instruct,verbosity,subtracted,1.5,82.01959799991175,10.762557807867648,73.30816617421759,11.586486990162994,200,28.404178669847028
qwen2_5_7b_instruct,verbosity,subtracted,2.0,81.40626264415997,10.097378432488293,72.89725114445204,11.65569733295801,200,28.11995160934519
qwen2_5_7b_instruct,verbosity,subtracted,2.5,81.57937374652704,10.70383806863694,72.39483161060403,12.03872344665002,200,29.30706088249057
qwen2_5_7b_instruct,verbosity,single_variant,0.0,82.37726688304528,8.151166356730712,72.79624795524651,11.854523013339122,200,28.601370169100626
qwen2_5_7b_instruct,verbosity,single_variant,0.5,82.01710751794293,9.654371447322202,73.27876068601071,10.372671832347281,200,28.388029782248015
qwen2_5_7b_instruct,verbosity,single_variant,1.0,81.76426520457146,9.79668564294724,72.63325691394442,11.658328725294735,200,28.659488104552867
qwen2_5_7b_instruct,verbosity,single_variant,1.5,81.4239459292015,9.572042028776028,72.55604456751362,11.578412019514493,200,29.16903140363076
qwen2_5_7b_instruct,verbosity,single_variant,2.0,81.89678937984188,9.241373102889293,73.04264319157953,10.67977675308322,200,28.360470777057223
qwen2_5_7b_instruct,verbosity,single_variant,2.5,81.82668572567627,9.904907334248056,72.88450967319002,11.34575913343593,200,29.035247212587375
llama_3_1_8b_instruct,sycophancy,standard,0.0,11.839585495380389,13.887355572626344,71.87579956668444,13.400784866322738,200,44.39196918149772
llama_3_1_8b_instruct,sycophancy,standard,0.5,13.591489942280296,16.882970791900412,72.29052006996773,13.372640908738362,200,44.787791773560535
llama_3_1_8b_instruct,sycophancy,standard,1.0,13.89584432209881,17.41100671024033,72.36270819097543,11.915736491967566,200,44.81426201915965
llama_3_1_8b_instruct,sycophancy,standard,1.5,15.51848909065072,17.06712072014071,72.17103904617477,12.495316586650752,200,44.06829610007195
llama_3_1_8b_instruct,sycophancy,standard,2.0,20.12019660993784,21.551358285767925,72.08843613171328,13.389749401854008,200,44.91155771333157
llama_3_1_8b_instruct,sycophancy,standard,2.5,24.81250599237832,23.89513217371847,72.25133830110013,12.936056777279177,200,45.145271636842416
llama_3_1_8b_instruct,sycophancy,averaged,0.0,12.476962908932887,15.202355921803173,71.7020564300982,12.537904393162872,200,45.150077082102506
llama_3_1_8b_instruct,sycophancy,averaged,0.5,13.413404425807878,15.974350695139965,72.33935627887404,12.606456149822732,200,44.754105152974965
llama_3_1_8b_instruct,sycophancy,averaged,1.0,13.866758678094032,16.136826465333392,71.61582118971492,12.448758762399729,200,43.999587086754524
llama_3_1_8b_instruct,sycophancy,averaged,1.5,14.693518205917108,15.373003036395453,72.66423564913065,12.55572747753988,200,43.98340072546479
llama_3_1_8b_instruct,sycophancy,averaged,2.0,17.700603699471625,18.47337899139714,71.85474396959289,12.671072153023493,200,43.908939583187966
llama_3_1_8b_instruct,sycophancy,averaged,2.5,23.162977105741298,22.708634736060308,72.06053129275602,12.741078505268348,200,44.51101443578864
llama_3_1_8b_instruct,sycophancy,subtracted,0.0,11.832329486650508,13.606352509189005,71.89317643379866,12.374318493368703,200,44.55072727140395
llama_3_1_8b_instruct,sycophancy,subtracted,0.5,12.400105940278504,13.260478430636844,71.60531820725541,13.485693130746741,200,44.96202208429168
llama_3_1_8b_instruct,sycophancy,subtracted,1.0,12.88705595504553,15.282559873824777,72.67621289413474,12.37824606862621,200,44.05375244644232
llama_3_1_8b_instruct,sycophancy,subtracted,1.5,15.2347743818313,18.214225809714637,72.17763689280838,12.429529007916084,200,44.47513608848325
llama_3_1_8b_instruct,sycophancy,subtracted,2.0,15.196904881188196,16.433017432437065,72.06451879061629,12.573248128602943,200,44.160409358864435
llama_3_1_8b_instruct,sycophancy,subtracted,2.5,17.107937932471156,19.072330884127656,72.44374085069516,13.32173128797124,200,43.7653015861543
llama_3_1_8b_instruct,sycophancy,single_variant,0.0,12.024750352149804,13.895209022633152,72.09054160045999,11.66618768125524,200,44.42316278055906
llama_3_1_8b_instruct,sycophancy,single_variant,0.5,13.279973801549843,15.730150383314628,72.03860356214858,13.273431448279293,200,44.6994440479902
llama_3_1_8b_instruct,sycophancy,single_variant,1.0,13.459953626834551,15.915920714702262,72.6722265903662,12.530307643458679,200,44.57792322084538
llama_3_1_8b_instruct,sycophancy,single_variant,1.5,14.997682206165067,16.53592496783661,72.4317115206076,11.998431306995185,200,44.63997543385235
llama_3_1_8b_instruct,sycophancy,single_variant,2.0,18.3799088238218,19.658277019883492,72.97745872204096,12.480971706195938,200,45.428176055513916
llama_3_1_8b_instruct,sycophancy,single_variant,2.5,21.234411118892417,21.455697091048375,71.89905655429133,11.692076933243264,200,45.89658681641903
llama_3_1_8b_instruct,hallucination,standard,0.0,39.30425605018514,33.51533509453339,72.7954238241287,12.513831036078104,200,39.5252929859365
llama_3_1_8b_instruct,hallucination,standard,0.5,42.72285408195287,33.72516505041935,72.19476527965621,12.64204681314323,200,40.08816795086838
llama_3_1_8b_instruct,hallucination,standard,1.0,40.29230473156229,33.30680576475545,72.0360975305246,12.77745567143013,200,40.31851789247632
llama_3_1_8b_instruct,hallucination,standard,1.5,45.80335778484673,34.11666617561344,70.94123662129715,14.12366783542889,200,41.70671916180795
llama_3_1_8b_instruct,hallucination,standard,2.0,47.247592516957795,33.876726290222564,71.33641583904006,13.046422807457997,200,41.91876303408151
llama_3_1_8b_instruct,hallucination,standard,2.5,49.28646964281228,32.38293461659326,70.42924235364924,13.134169587049058,200,42.66826982582971
llama_3_1_8b_instruct,hallucination,averaged,0.0,35.7813255498521,32.84119278357097,72.46443262172785,12.487952510567307,200,39.2207306539917
llama_3_1_8b_instruct,hallucination,averaged,0.5,42.73992105656913,33.46103294179154,71.70689186325114,13.471544848064356,200,40.15235875548872
llama_3_1_8b_instruct,hallucination,averaged,1.0,41.8421370882634,33.43836695889119,72.40682412806335,12.90742449180023,200,40.77023677947077
llama_3_1_8b_instruct,hallucination,averaged,1.5,46.14812694392484,32.272476795994415,71.57926149471376,13.09561351867994,200,40.970737096083624
llama_3_1_8b_instruct,hallucination,averaged,2.0,46.9692311371168,32.86410567329136,70.99050042381417,12.882103048249636,200,42.04088774096054
llama_3_1_8b_instruct,hallucination,averaged,2.5,48.61407431005517,32.66035076632952,69.82663722636167,13.783187987183405,200,42.62892336769271
llama_3_1_8b_instruct,hallucination,subtracted,0.0,39.17704116623075,33.74598615663093,72.10140176425651,12.7030024738164,200,39.628350381314085
llama_3_1_8b_instruct,hallucination,subtracted,0.5,41.065378899849684,33.22300073729392,72.83876851268113,13.042730693701204,200,39.79969434157146
llama_3_1_8b_instruct,hallucination,subtracted,1.0,44.64769181643455,33.86927119994644,71.41731431335579,13.107745007342695,200,40.47794480653618
llama_3_1_8b_instruct,hallucination,subtracted,1.5,45.06998320524894,32.27168130697622,71.68462976008738,13.030394254167447,200,41.19219397733438
llama_3_1_8b_instruct,hallucination,subtracted,2.0,46.42661824891289,33.74728266746706,70.62974191380071,13.015509224987523,200,41.6162330512944
llama_3_1_8b_instruct,hallucination,subtracted,2.5,50.043728374074384,32.83317848147723,70.48688887216117,13.912140694059524,200,42.51540206573165
llama_3_1_8b_instruct,hallucination,single_variant,0.0,41.0105617481635,33.31152883267756,71.97062980525205,13.822594154470508,200,39.80271941713234
llama_3_1_8b_instruct,hallucination,single_variant,0.5,41.019875463987354,33.04932792314865,71.86669141879307,12.30756966831439,200,39.908998288448444
llama_3_1_8b_instruct,hallucination,single_variant,1.0,43.02347070113471,34.070519427370066,71.89180340230504,13.465073649098318,200,41.09293364311608
llama_3_1_8b_instruct,hallucination,single_variant,1.5,45.12821683532629,32.37416373619524,71.8376933839108,13.469058179295434,200,41.32076441003043
llama_3_1_8b_instruct,hallucination,single_variant,2.0,44.357639914026734,33.83210334280974,71.86670220438118,12.548282470377092,200,42.077288401393425
llama_3_1_8b_instruct,hallucination,single_variant,2.5,47.343392891567056,32.75655408426753,70.15168741250531,12.342341689370606,200,42.58133757052154
llama_3_1_8b_instruct,toxicity,standard,0.0,0.6997903949065737,3.2880683744717145,72.04233626999158,13.04575765421338,200,47.36617098080295
llama_3_1_8b_instruct,toxicity,standard,0.5,1.110277981855657,5.928171893047706,72.00442044904754,12.51501552461343,200,47.24330077157311
llama_3_1_8b_instruct,toxicity,standard,1.0,1.230757419383968,6.19232052537294,71.72347743376643,12.664137788311368,200,45.92809148344293
llama_3_1_8b_instruct,toxicity,standard,1.5,1.641198934664442,8.13986901448994,71.43685321814866,12.995987673757474,200,45.606267666732755
llama_3_1_8b_instruct,toxicity,standard,2.0,3.0836937727253617,12.77245280326203,70.96049796753964,13.626195502035333,200,45.65648935146941
llama_3_1_8b_instruct,toxicity,standard,2.5,2.015282625798618,9.756956857653822,71.08048951387539,13.313458595432495,200,46.92869945007331
llama_3_1_8b_instruct,toxicity,averaged,0.0,1.7348245522753138,9.145678396151714,71.97210138945601,13.046501261786343,200,46.79551205507643
